wall_time,frame,strategy,confidence,near_face,final_detected
1781786879.313,18894,final,0.0,0,0
1781786879.493,18897,final,0.0,0,0
1781786879.672,18900,final,0.0,0,0
1781786879.856,18903,final,0.0,0,0
1781786880.061,18906,final,0.0,0,0
1781786880.248,18909,final,0.0,0,0
1781786880.43,18912,final,0.0,0,0
1781786880.655,18915,final,0.0,0,0
1781786880.824,18918,final,0.0,0,0
1781786881.0,18921,final,0.0,0,0
1781786881.166,18924,final,0.0,0,0
1781786881.339,18927,final,0.0,0,0
1781786881.509,18930,final,0.0,0,0
1781786881.688,18933,final,0.0,0,0
1781786881.865,18936,final,0.0,0,0
1781786882.041,18939,final,0.0,0,0
1781786882.215,18942,final,0.0,0,0
1781786882.395,18945,final,0.0,0,0
1781786882.591,18948,final,0.0,0,0
1781786882.771,18951,final,0.0,0,0
1781786882.938,18954,final,0.0,0,0
1781786883.129,18957,final,0.0,0,0
1781786883.305,18960,final,0.0,0,0
1781786883.481,18963,final,0.0,0,0
1781786883.685,18966,final,0.0,0,0
1781786883.862,18969,final,0.0,0,0
1781786884.044,18972,final,0.0,0,0
1781786884.214,18975,final,0.0,0,0
1781786884.394,18978,final,0.0,0,0
1781786884.581,18981,final,0.0,0,0
1781786884.76,18984,final,0.0,0,0
1781786884.939,18987,final,0.0,0,0
1781786885.157,18990,final,0.0,0,0
1781786885.451,18993,final,0.0,0,0
1781786885.645,18996,final,0.0,0,0
1781786885.817,18999,final,0.0,0,0
1781786886.001,19002,final,0.0,0,0
1781786886.195,19005,final,0.0,0,0
1781786886.462,19008,final,0.0,0,0
1781786886.649,19011,final,0.0,0,0
1781786886.836,19014,final,0.0,0,0
1781786887.015,19017,final,0.0,0,0
1781786887.194,19020,final,0.0,0,0
1781786887.378,19023,final,0.0,0,0
1781786887.56,19026,final,0.0,0,0
1781786887.73,19029,final,0.0,0,0
1781786887.903,19032,final,0.0,0,0
1781786888.082,19035,final,0.0,0,0
1781786888.256,19038,final,0.0,0,0
1781786888.428,19041,final,0.0,0,0
1781786888.606,19044,final,0.0,0,0
1781786888.788,19047,final,0.0,0,0
1781786888.97,19050,final,0.0,0,0
1781786889.149,19053,final,0.0,0,0
1781786889.323,19056,final,0.0,0,0
1781786889.505,19059,final,0.0,0,0
1781786889.683,19062,final,0.0,0,0
1781786889.853,19065,final,0.0,0,0
1781786890.027,19068,final,0.0,0,0
1781786890.198,19071,final,0.0,0,0
1781786890.369,19074,final,0.0,0,0
1781786890.547,19077,final,0.0,0,0
1781786890.735,19080,final,0.0,0,0
1781786890.94,19083,final,0.0,0,0
1781786891.163,19086,final,0.0,0,0
1781786891.353,19089,final,0.0,0,0
1781786891.712,19092,final,0.0,0,0
1781786891.922,19095,final,0.0,0,0
1781786892.12,19098,final,0.0,0,0
1781786892.343,19101,final,0.0,0,0
1781786892.57,19104,final,0.0,0,0
1781786892.926,19107,final,0.0,0,0
1781786893.125,19110,final,0.0,0,0
1781786893.388,19113,final,0.0,0,0
1781786893.61,19116,final,0.0,0,0
1781786893.801,19119,final,0.0,0,0
1781786893.991,19122,final,0.0,0,0
1781786894.178,19125,final,0.0,0,0
1781786894.367,19128,final,0.0,0,0
1781786894.549,19131,final,0.0,0,0
1781786894.73,19134,final,0.0,0,0
1781786894.918,19137,final,0.0,0,0
1781786895.099,19140,final,0.0,0,0
1781786895.289,19143,final,0.0,0,0
1781786895.471,19146,final,0.0,0,0
1781786895.665,19149,final,0.0,0,0
1781786895.839,19152,final,0.0,0,0
1781786896.017,19155,final,0.0,0,0
1781786896.193,19158,final,0.0,0,0
1781786896.36,19161,final,0.0,0,0
1781786896.542,19164,final,0.0,0,0
1781786896.722,19167,final,0.0,0,0
1781786896.894,19170,final,0.0,0,0
1781786897.061,19173,final,0.0,0,0
1781786897.249,19176,final,0.0,0,0
1781786897.427,19179,final,0.0,0,0
1781786897.603,19182,final,0.0,0,0
1781786897.779,19185,final,0.0,0,0
1781786898.003,19188,final,0.0,0,0
1781786898.202,19191,final,0.0,0,0
1781786898.413,19194,final,0.0,0,0
1781786898.607,19197,final,0.0,0,0
1781786898.811,19200,final,0.0,0,0
1781786899.025,19203,final,0.0,0,0
1781786899.22,19206,final,0.0,0,0
1781786899.409,19209,final,0.0,0,0
1781786899.598,19212,final,0.0,0,0
1781786899.778,19215,final,0.0,0,0
1781786899.965,19218,final,0.0,0,0
1781786900.142,19221,final,0.0,0,0
1781786900.323,19224,final,0.0,0,0
1781786900.497,19227,final,0.0,0,0
1781786900.672,19230,final,0.0,0,0
1781786900.842,19233,final,0.0,0,0
1781786901.084,19236,final,0.0,0,0
1781786901.263,19239,final,0.0,0,0
1781786901.435,19242,final,0.0,0,0
1781786901.608,19245,final,0.0,0,0
1781786901.792,19248,final,0.0,0,0
1781786901.969,19251,final,0.0,0,0
1781786902.142,19254,final,0.0,0,0
1781786902.317,19257,final,0.0,0,0
1781786902.494,19260,final,0.0,0,0
1781786902.666,19263,final,0.0,0,0
1781786902.839,19266,final,0.0,0,0
1781786903.034,19269,final,0.0,0,0
1781786903.235,19272,final,0.0,0,0
1781786903.427,19275,final,0.0,0,0
1781786903.637,19278,final,0.0,0,0
1781786903.836,19281,final,0.0,0,0
1781786904.021,19284,final,0.0,0,0
1781786904.208,19287,final,0.0,0,0
1781786904.388,19290,final,0.0,0,0
1781786904.571,19293,final,0.0,0,0
1781786904.765,19296,final,0.0,0,0
1781786904.946,19299,final,0.0,0,0
1781786905.142,19302,final,0.0,0,0
1781786905.341,19305,final,0.0,0,0
1781786905.511,19308,final,0.0,0,0
1781786905.691,19311,final,0.0,0,0
1781786905.866,19314,final,0.0,0,0
1781786906.043,19317,final,0.0,0,0
1781786906.223,19320,final,0.0,0,0
1781786906.391,19323,final,0.0,0,0
1781786906.584,19326,final,0.0,0,0
1781786906.761,19329,final,0.0,0,0
1781786906.95,19332,final,0.0,0,0
1781786907.131,19335,final,0.0,0,0
1781786907.321,19338,final,0.0,0,0
1781786907.514,19341,final,0.0,0,0
1781786907.695,19344,final,0.0,0,0
1781786907.886,19347,final,0.0,0,0
1781786908.074,19350,final,0.0,0,0
1781786908.264,19353,final,0.0,0,0
1781786908.461,19356,final,0.0,0,0
1781786908.647,19359,final,0.0,0,0
1781786908.839,19362,final,0.0,0,0
1781786909.023,19365,final,0.0,0,0
1781786909.218,19368,final,0.0,0,0
1781786909.383,19371,final,0.0,0,0
1781786909.557,19374,final,0.0,0,0
1781786909.725,19377,final,0.0,0,0
1781786909.941,19380,final,0.0,0,0
1781786910.118,19383,final,0.0,0,0
1781786910.297,19386,final,0.0,0,0
1781786910.478,19389,final,0.0,0,0
1781786910.654,19392,final,0.0,0,0
1781786910.821,19395,final,0.0,0,0
1781786910.986,19398,final,0.0,0,0
1781786911.153,19401,final,0.0,0,0
1781786911.339,19404,final,0.0,0,0
1781786911.541,19407,final,0.0,0,0
1781786911.72,19410,final,0.0,0,0
1781786911.913,19413,final,0.0,0,0
1781786912.079,19416,final,0.0,0,0
1781786912.249,19419,final,0.0,0,0
1781786912.442,19422,final,0.0,0,0
1781786912.628,19425,final,0.0,0,0
1781786912.822,19428,final,0.0,0,0
1781786913.009,19431,final,0.0,0,0
1781786913.178,19434,final,0.0,0,0
1781786913.347,19437,final,0.0,0,0
1781786913.528,19440,final,0.0,0,0
1781786913.688,19443,final,0.0,0,0
1781786913.85,19446,final,0.0,0,0
1781786914.005,19449,final,0.0,0,0
1781786914.16,19452,final,0.0,0,0
1781786914.314,19455,final,0.0,0,0
1781786914.464,19458,final,0.0,0,0
1781786914.634,19461,final,0.0,0,0
1781786914.78,19464,final,0.0,0,0
1781786914.93,19467,final,0.0,0,0
1781786915.109,19470,final,0.0,0,0
1781786915.274,19473,final,0.0,0,0
1781786915.44,19476,final,0.0,0,0
1781786915.604,19479,final,0.0,0,0
1781786915.759,19482,final,0.0,0,0
1781786915.927,19485,final,0.0,0,0
1781786916.089,19488,final,0.0,0,0
1781786916.263,19491,final,0.0,0,0
1781786916.452,19494,final,0.0,0,0
1781786916.629,19497,final,0.0,0,0
1781786916.819,19500,final,0.0,0,0
1781786916.988,19503,final,0.0,0,0
1781786917.16,19506,final,0.0,0,0
1781786917.332,19509,final,0.0,0,0
1781786917.511,19512,final,0.0,0,0
1781786917.682,19515,final,0.0,0,0
1781786917.865,19518,final,0.0,0,0
1781786918.123,19521,final,0.0,0,0
1781786918.331,19524,final,0.0,0,0
1781786918.503,19527,final,0.0,0,0
1781786918.662,19530,final,0.0,0,0
1781786918.845,19533,final,0.0,0,0
1781786919.017,19536,final,0.0,0,0
1781786919.179,19539,final,0.0,0,0
1781786919.339,19542,final,0.0,0,0
1781786919.498,19545,final,0.0,0,0
1781786919.665,19548,final,0.0,0,0
1781786919.83,19551,final,0.0,0,0
1781786919.986,19554,final,0.0,0,0
1781786920.148,19557,final,0.0,0,0
1781786920.307,19560,final,0.0,0,0
1781786920.479,19563,final,0.0,0,0
1781786920.633,19566,final,0.0,0,0
1781786920.788,19569,final,0.0,0,0
1781786920.943,19572,final,0.0,0,0
1781786921.109,19575,final,0.0,0,0
1781786921.298,19578,final,0.0,0,0
1781786921.473,19581,final,0.0,0,0
1781786921.632,19584,final,0.0,0,0
1781786921.81,19587,final,0.0,0,0
1781786922.0,19590,final,0.0,0,0
1781786922.174,19593,final,0.0,0,0
1781786922.345,19596,final,0.0,0,0
1781786922.559,19599,final,0.0,0,0
1781786922.723,19602,final,0.0,0,0
1781786922.913,19605,final,0.0,0,0
1781786923.082,19608,final,0.0,0,0
1781786923.253,19611,final,0.0,0,0
1781786923.424,19614,final,0.0,0,0
1781786923.581,19617,final,0.0,0,0
1781786923.74,19620,final,0.0,0,0
1781786923.957,19623,final,0.0,0,0
1781786924.162,19626,final,0.0,0,0
1781786924.342,19629,final,0.0,0,0
1781786924.502,19632,final,0.0,0,0
1781786924.665,19635,final,0.0,0,0
1781786924.834,19638,final,0.0,0,0
1781786925.065,19641,final,0.0,0,0
1781786925.251,19644,final,0.0,0,0
1781786925.445,19647,final,0.0,0,0
1781786925.619,19650,final,0.0,0,0
1781786925.778,19653,final,0.0,0,0
1781786925.944,19656,final,0.0,0,0
1781786926.119,19659,final,0.0,0,0
1781786926.321,19662,final,0.0,0,0
1781786926.506,19665,final,0.0,0,0
1781786926.683,19668,final,0.0,0,0
1781786926.863,19671,final,0.0,0,0
1781786927.025,19674,final,0.0,0,0
1781786927.187,19677,final,0.0,0,0
1781786927.354,19680,final,0.0,0,0
1781786927.51,19683,final,0.0,0,0
1781786927.67,19686,final,0.0,0,0
1781786927.822,19689,final,0.0,0,0
1781786927.97,19692,final,0.0,0,0
1781786928.132,19695,final,0.0,0,0
1781786928.28,19698,final,0.0,0,0
1781786928.458,19701,final,0.0,0,0
1781786928.661,19704,final,0.0,0,0
1781786928.832,19707,final,0.0,0,0
1781786928.994,19710,final,0.0,0,0
1781786929.168,19713,final,0.0,0,0
1781786929.495,19716,final,0.0,0,0
1781786929.675,19719,final,0.0,0,0
1781786929.848,19722,final,0.0,0,0
1781786930.037,19725,final,0.0,0,0
1781786930.264,19728,final,0.0,0,0
1781786930.489,19731,final,0.0,0,0
1781786930.67,19734,final,0.0,0,0
1781786930.875,19737,final,0.0,0,0
1781786931.075,19740,final,0.0,0,0
1781786931.259,19743,final,0.0,0,0
1781786931.435,19746,final,0.0,0,0
1781786931.633,19749,final,0.0,0,0
1781786931.879,19752,final,0.0,0,0
1781786932.051,19755,final,0.0,0,0
1781786932.233,19758,final,0.0,0,0
1781786932.403,19761,final,0.0,0,0
1781786932.565,19764,final,0.0,0,0
1781786932.736,19767,final,0.0,0,0
1781786932.895,19770,final,0.0,0,0
1781786933.065,19773,final,0.0,0,0
1781786933.256,19776,final,0.0,0,0
1781786933.427,19779,final,0.0,0,0
1781786933.603,19782,final,0.0,0,0
1781786933.773,19785,final,0.0,0,0
1781786933.946,19788,final,0.0,0,0
1781786934.118,19791,final,0.0,0,0
1781786934.297,19794,final,0.0,0,0
1781786934.476,19797,final,0.0,0,0
1781786934.661,19800,final,0.0,0,0
1781786934.84,19803,final,0.0,0,0
1781786935.025,19806,final,0.0,0,0
1781786935.207,19809,final,0.0,0,0
1781786935.389,19812,final,0.0,0,0
1781786935.568,19815,final,0.0,0,0
1781786935.85,19818,final,0.0,0,0
1781786936.051,19821,final,0.0,0,0
1781786936.268,19824,final,0.0,0,0
1781786936.5,19827,final,0.0,0,0
1781786936.699,19830,final,0.0,0,0
1781786936.902,19833,final,0.0,0,0
1781786937.131,19836,final,0.0,0,0
1781786937.328,19839,final,0.0,0,0
1781786937.544,19842,final,0.0,0,0
1781786937.726,19845,final,0.0,0,0
1781786937.905,19848,final,0.0,0,0
1781786938.109,19851,final,0.0,0,0
1781786938.311,19854,final,0.0,0,0
1781786938.541,19857,final,0.0,0,0
1781786938.74,19860,final,0.0,0,0
1781786938.979,19863,final,0.0,0,0
1781786939.168,19866,final,0.0,0,0
1781786939.345,19869,final,0.0,0,0
1781786939.537,19872,final,0.0,0,0
1781786939.717,19875,final,0.0,0,0
1781786939.894,19878,final,0.0,0,0
1781786940.078,19881,final,0.0,0,0
1781786940.263,19884,final,0.0,0,0
1781786940.587,19887,final,0.0,0,0
1781786940.809,19890,final,0.0,0,0
1781786940.977,19893,final,0.0,0,0
1781786941.156,19896,final,0.0,0,0
1781786941.367,19899,final,0.0,0,0
1781786941.539,19902,final,0.0,0,0
1781786941.723,19905,final,0.0,0,0
1781786942.006,19908,final,0.0,0,0
1781786942.237,19911,final,0.0,0,0
1781786942.406,19914,final,0.0,0,0
1781786942.582,19917,final,0.0,0,0
1781786942.757,19920,final,0.0,0,0
1781786942.968,19923,final,0.0,0,0
1781786943.172,19926,final,0.0,0,0
1781786943.386,19929,final,0.0,0,0
1781786943.577,19932,final,0.0,0,0
1781786943.767,19935,final,0.0,0,0
1781786943.932,19938,final,0.0,0,0
1781786944.1,19941,final,0.0,0,0
1781786944.273,19944,final,0.0,0,0
1781786944.452,19947,final,0.0,0,0
1781786944.627,19950,final,0.0,0,0
1781786944.856,19953,final,0.0,0,0
1781786945.025,19956,final,0.0,0,0
1781786945.209,19959,final,0.0,0,0
1781786945.435,19962,final,0.0,0,0
1781786945.617,19965,final,0.0,0,0
1781786945.793,19968,final,0.0,0,0
1781786945.97,19971,final,0.0,0,0
1781786946.137,19974,final,0.0,0,0
1781786946.297,19977,final,0.0,0,0
1781786946.463,19980,final,0.0,0,0
1781786946.625,19983,final,0.0,0,0
1781786946.795,19986,final,0.0,0,0
1781786946.972,19989,final,0.0,0,0
1781786947.132,19992,final,0.0,0,0
1781786947.298,19995,final,0.0,0,0
1781786947.462,19998,final,0.0,0,0
1781786947.633,20001,final,0.0,0,0
1781786947.802,20004,final,0.0,0,0
1781786947.972,20007,final,0.0,0,0
1781786948.137,20010,final,0.0,0,0
1781786948.315,20013,final,0.0,0,0
1781786948.603,20016,final,0.0,0,0
1781786948.804,20019,final,0.0,0,0
1781786948.986,20022,final,0.0,0,0
1781786949.153,20025,final,0.0,0,0
1781786949.315,20028,final,0.0,0,0
1781786949.483,20031,final,0.0,0,0
1781786949.646,20034,final,0.0,0,0
1781786949.807,20037,final,0.0,0,0
1781786949.967,20040,final,0.0,0,0
1781786950.127,20043,final,0.0,0,0
1781786950.291,20046,final,0.0,0,0
1781786950.454,20049,final,0.0,0,0
1781786950.615,20052,final,0.0,0,0
1781786950.812,20055,final,0.0,0,0
1781786950.987,20058,final,0.0,0,0
1781786951.17,20061,final,0.0,0,0
1781786951.354,20064,final,0.0,0,0
1781786951.529,20067,final,0.0,0,0
1781786951.705,20070,final,0.0,0,0
1781786951.896,20073,final,0.0,0,0
1781786952.157,20076,final,0.0,0,0
1781786952.419,20079,final,0.0,0,0
1781786952.62,20082,final,0.0,0,0
1781786952.916,20085,final,0.0,0,0
1781786953.119,20088,final,0.0,0,0
1781786953.358,20091,final,0.0,0,0
1781786953.568,20094,final,0.0,0,0
1781786953.786,20097,final,0.0,0,0
1781786954.005,20100,final,0.0,0,0
1781786954.194,20103,final,0.0,0,0
1781786954.404,20106,final,0.0,0,0
1781786954.65,20109,final,0.0,0,0
1781786954.888,20112,final,0.0,0,0
1781786955.109,20115,final,0.0,0,0
1781786955.324,20118,final,0.0,0,0
1781786955.545,20121,final,0.0,0,0
1781786955.829,20124,final,0.0,0,0
1781786956.059,20127,final,0.0,0,0
1781786956.376,20130,final,0.0,0,0
1781786956.612,20133,final,0.0,0,0
1781786956.832,20136,final,0.0,0,0
1781786957.105,20139,final,0.0,0,0
1781786957.35,20142,final,0.0,0,0
1781786957.527,20145,final,0.0,0,0
1781786957.753,20148,final,0.0,0,0
1781786957.963,20151,final,0.0,0,0
1781786958.158,20154,final,0.0,0,0
1781786958.362,20157,final,0.0,0,0
1781786958.58,20160,final,0.0,0,0
1781786958.796,20163,final,0.0,0,0
1781786958.996,20166,final,0.0,0,0
1781786959.21,20169,final,0.0,0,0
1781786959.411,20172,final,0.0,0,0
1781786959.591,20175,final,0.0,0,0
1781786959.803,20178,final,0.0,0,0
1781786960.011,20181,final,0.0,0,0
1781786960.206,20184,final,0.0,0,0
1781786960.416,20187,final,0.0,0,0
1781786960.626,20190,final,0.0,0,0
1781786960.809,20193,final,0.0,0,0
1781786961.029,20196,final,0.0,0,0
1781786961.224,20199,final,0.0,0,0
1781786961.421,20202,final,0.0,0,0
1781786961.611,20205,final,0.0,0,0
1781786961.81,20208,final,0.0,0,0
1781786962.008,20211,final,0.0,0,0
1781786962.191,20214,final,0.0,0,0
1781786962.418,20217,final,0.0,0,0
1781786962.645,20220,final,0.0,0,0
1781786962.897,20223,final,0.0,0,0
1781786963.125,20226,final,0.0,0,0
1781786963.337,20229,final,0.0,0,0
1781786963.561,20232,final,0.0,0,0
1781786963.793,20235,final,0.0,0,0
1781786963.987,20238,final,0.0,0,0
1781786964.175,20241,final,0.0,0,0
1781786964.361,20244,final,0.0,0,0
1781786964.529,20247,final,0.0,0,0
1781786964.713,20250,final,0.0,0,0
1781786964.883,20253,final,0.0,0,0
1781786965.056,20256,final,0.0,0,0
1781786965.217,20259,final,0.0,0,0
1781786965.386,20262,final,0.0,0,0
1781786965.543,20265,final,0.0,0,0
1781786965.704,20268,final,0.0,0,0
1781786965.87,20271,final,0.0,0,0
1781786966.026,20274,final,0.0,0,0
1781786966.187,20277,final,0.0,0,0
1781786966.344,20280,final,0.0,0,0
1781786966.503,20283,final,0.0,0,0
1781786966.665,20286,final,0.0,0,0
1781786966.818,20289,final,0.0,0,0
1781786966.976,20292,final,0.0,0,0
1781786967.135,20295,final,0.0,0,0
1781786967.299,20298,final,0.0,0,0
1781786967.454,20301,final,0.0,0,0
1781786967.611,20304,final,0.0,0,0
1781786967.8,20307,final,0.0,0,0
1781786967.977,20310,final,0.0,0,0
1781786968.141,20313,final,0.0,0,0
1781786968.323,20316,final,0.0,0,0
1781786968.485,20319,final,0.0,0,0
1781786968.64,20322,final,0.0,0,0
1781786968.791,20325,final,0.0,0,0
1781786968.955,20328,final,0.0,0,0
1781786969.113,20331,final,0.0,0,0
1781786969.287,20334,final,0.0,0,0
1781786969.528,20337,final,0.0,0,0
1781786969.708,20340,final,0.0,0,0
1781786969.856,20343,final,0.0,0,0
1781786970.013,20346,final,0.0,0,0
1781786970.17,20349,final,0.0,0,0
1781786970.325,20352,final,0.0,0,0
1781786970.476,20355,final,0.0,0,0
1781786970.631,20358,final,0.0,0,0
1781786970.787,20361,final,0.0,0,0
1781786970.968,20364,final,0.0,0,0
1781786971.17,20367,final,0.0,0,0
1781786971.376,20370,final,0.0,0,0
1781786971.567,20373,final,0.0,0,0
1781786972.149,20376,final,0.0,0,0
1781786972.394,20379,final,0.0,0,0
1781786972.615,20382,final,0.0,0,0
1781786972.937,20385,final,0.0,0,0
1781786973.482,20388,final,0.0,0,0
1781786973.704,20391,final,0.0,0,0
1781786973.931,20394,final,0.0,0,0
1781786974.174,20397,final,0.0,0,0
1781786974.358,20400,final,0.0,0,0
1781786974.526,20403,final,0.0,0,0
1781786974.698,20406,final,0.0,0,0
1781786974.893,20409,final,0.0,0,0
1781786975.075,20412,final,0.0,0,0
1781786975.257,20415,final,0.0,0,0
1781786975.431,20418,final,0.0,0,0
1781786975.61,20421,final,0.0,0,0
1781786975.792,20424,final,0.0,0,0
1781786975.994,20427,final,0.0,0,0
1781786976.177,20430,final,0.0,0,0
1781786976.365,20433,final,0.0,0,0
1781786976.545,20436,final,0.0,0,0
1781786976.751,20439,final,0.0,0,0
1781786976.957,20442,final,0.0,0,0
1781786977.136,20445,final,0.0,0,0
1781786977.319,20448,final,0.0,0,0
1781786977.487,20451,final,0.0,0,0
1781786977.663,20454,final,0.0,0,0
1781786977.838,20457,final,0.0,0,0
1781786978.024,20460,final,0.0,0,0
1781786978.2,20463,final,0.0,0,0
1781786978.389,20466,final,0.0,0,0
1781786978.559,20469,final,0.0,0,0
1781786978.756,20472,final,0.0,0,0
1781786978.94,20475,final,0.0,0,0
1781786979.124,20478,final,0.0,0,0
1781786979.326,20481,final,0.0,0,0
1781786979.512,20484,final,0.0,0,0
1781786979.669,20487,final,0.0,0,0
1781786979.82,20490,final,0.0,0,0
1781786979.988,20493,final,0.0,0,0
1781786980.181,20496,final,0.0,0,0
1781786980.337,20499,final,0.0,0,0
1781786980.527,20502,final,0.0,0,0
1781786980.742,20505,final,0.0,0,0
1781786980.958,20508,final,0.0,0,0
1781786981.114,20511,final,0.0,0,0
1781786981.293,20514,final,0.0,0,0
1781786981.453,20517,final,0.0,0,0
1781786981.613,20520,final,0.0,0,0
1781786981.79,20523,final,0.0,0,0
1781786981.944,20526,final,0.0,0,0
1781786982.103,20529,final,0.0,0,0
1781786982.258,20532,final,0.0,0,0
1781786982.434,20535,final,0.0,0,0
1781786982.627,20538,final,0.0,0,0
1781786982.825,20541,final,0.0,0,0
1781786983.017,20544,final,0.0,0,0
1781786983.193,20547,final,0.0,0,0
1781786983.365,20550,final,0.0,0,0
1781786983.516,20553,final,0.0,0,0
1781786983.666,20556,final,0.0,0,0
1781786983.843,20559,final,0.0,0,0
1781786984.065,20562,final,0.0,0,0
1781786984.241,20565,final,0.0,0,0
1781786984.408,20568,final,0.0,0,0
1781786984.565,20571,final,0.0,0,0
1781786984.73,20574,final,0.0,0,0
1781786984.89,20577,final,0.0,0,0
1781786985.05,20580,final,0.0,0,0
1781786985.212,20583,final,0.0,0,0
1781786985.369,20586,final,0.0,0,0
1781786985.538,20589,final,0.0,0,0
1781786985.691,20592,final,0.0,0,0
1781786985.839,20595,final,0.0,0,0
1781786985.986,20598,final,0.0,0,0
1781786986.141,20601,final,0.0,0,0
1781786986.311,20604,final,0.0,0,0
1781786986.463,20607,final,0.0,0,0
1781786986.619,20610,final,0.0,0,0
1781786986.774,20613,final,0.0,0,0
1781786986.953,20616,final,0.0,0,0
1781786987.104,20619,final,0.0,0,0
1781786987.253,20622,final,0.0,0,0
1781786987.415,20625,final,0.0,0,0
1781786987.568,20628,final,0.0,0,0
1781786987.731,20631,final,0.0,0,0
1781786987.888,20634,final,0.0,0,0
1781786988.043,20637,final,0.0,0,0
1781786988.197,20640,final,0.0,0,0
1781786988.366,20643,final,0.0,0,0
1781786988.524,20646,final,0.0,0,0
1781786988.688,20649,final,0.0,0,0
1781786988.844,20652,final,0.0,0,0
1781786988.996,20655,final,0.0,0,0
1781786989.158,20658,final,0.0,0,0
1781786989.315,20661,final,0.0,0,0
1781786989.477,20664,final,0.0,0,0
1781786989.632,20667,final,0.0,0,0
1781786989.782,20670,final,0.0,0,0
1781786989.938,20673,final,0.0,0,0
1781786990.078,20676,final,0.0,0,0
1781786990.247,20679,final,0.0,0,0
1781786990.395,20682,final,0.0,0,0
1781786990.558,20685,final,0.0,0,0
1781786990.741,20688,final,0.0,0,0
1781786990.97,20691,final,0.0,0,0
1781786991.133,20694,final,0.0,0,0
1781786991.286,20697,final,0.0,0,0
1781786991.443,20700,final,0.0,0,0
1781786991.582,20703,final,0.0,0,0
1781786991.733,20706,final,0.0,0,0
1781786991.881,20709,final,0.0,0,0
1781786992.041,20712,final,0.0,0,0
1781786992.185,20715,final,0.0,0,0
1781786992.341,20718,final,0.0,0,0
1781786992.498,20721,final,0.0,0,0
1781786992.649,20724,final,0.0,0,0
1781786992.795,20727,final,0.0,0,0
1781786992.947,20730,final,0.0,0,0
1781786993.094,20733,final,0.0,0,0
1781786993.244,20736,final,0.0,0,0
1781786993.396,20739,final,0.0,0,0
1781786993.55,20742,final,0.0,0,0
1781786993.697,20745,final,0.0,0,0
1781786993.846,20748,final,0.0,0,0
1781786993.994,20751,final,0.0,0,0
1781786994.152,20754,final,0.0,0,0
1781786994.3,20757,final,0.0,0,0
1781786994.456,20760,final,0.0,0,0
1781786994.612,20763,final,0.0,0,0
1781786994.756,20766,final,0.0,0,0
1781786994.907,20769,final,0.0,0,0
1781786995.104,20772,final,0.0,0,0
1781786995.294,20775,final,0.0,0,0
1781786995.478,20778,final,0.0,0,0
1781786995.661,20781,final,0.0,0,0
1781786995.817,20784,final,0.0,0,0
1781786995.981,20787,final,0.0,0,0
1781786996.14,20790,final,0.0,0,0
1781786996.292,20793,final,0.0,0,0
1781786996.451,20796,final,0.0,0,0
1781786996.599,20799,final,0.0,0,0
1781786996.761,20802,final,0.0,0,0
1781786996.92,20805,final,0.0,0,0
1781786997.082,20808,final,0.0,0,0
1781786997.24,20811,final,0.0,0,0
1781786997.389,20814,final,0.0,0,0
1781786997.551,20817,final,0.0,0,0
1781786997.71,20820,final,0.0,0,0
1781786997.861,20823,final,0.0,0,0
1781786998.047,20826,final,0.0,0,0
1781786998.344,20829,final,0.0,0,0
1781786998.828,20832,final,0.0,0,0
1781786999.22,20835,final,0.0,0,0
1781786999.474,20838,final,0.0,0,0
1781786999.781,20841,final,0.0,0,0
1781787000.18,20844,final,0.0,0,0
1781787000.486,20847,final,0.0,0,0
1781787000.735,20850,final,0.0,0,0
1781787000.958,20853,final,0.0,0,0
1781787001.18,20856,final,0.0,0,0
1781787001.417,20859,final,0.0,0,0
1781787001.639,20862,final,0.0,0,0
1781787001.852,20865,final,0.0,0,0
1781787002.074,20868,final,0.0,0,0
1781787002.264,20871,final,0.0,0,0
1781787002.458,20874,final,0.0,0,0
1781787002.67,20877,final,0.0,0,0
1781787002.877,20880,final,0.0,0,0
1781787003.106,20883,final,0.0,0,0
1781787003.33,20886,final,0.0,0,0
1781787003.585,20889,final,0.0,0,0
1781787003.885,20892,final,0.0,0,0
1781787004.09,20895,final,0.0,0,0
1781787004.286,20898,final,0.0,0,0
1781787004.491,20901,final,0.0,0,0
1781787004.695,20904,final,0.0,0,0
1781787004.881,20907,final,0.0,0,0
1781787005.067,20910,final,0.0,0,0
1781787005.237,20913,final,0.0,0,0
1781787005.405,20916,final,0.0,0,0
1781787005.595,20919,final,0.0,0,0
1781787005.773,20922,final,0.0,0,0
1781787005.954,20925,final,0.0,0,0
1781787006.169,20928,final,0.0,0,0
1781787006.353,20931,final,0.0,0,0
1781787006.525,20934,final,0.0,0,0
1781787006.695,20937,final,0.0,0,0
1781787006.898,20940,final,0.0,0,0
1781787007.073,20943,final,0.0,0,0
1781787007.238,20946,final,0.0,0,0
1781787007.414,20949,final,0.0,0,0
1781787007.582,20952,final,0.0,0,0
1781787007.748,20955,final,0.0,0,0
1781787007.915,20958,final,0.0,0,0
1781787008.09,20961,final,0.0,0,0
1781787008.261,20964,final,0.0,0,0
1781787008.433,20967,final,0.0,0,0
1781787008.604,20970,final,0.0,0,0
1781787008.843,20973,final,0.0,0,0
1781787009.09,20976,final,0.0,0,0
1781787009.291,20979,final,0.0,0,0
1781787009.489,20982,final,0.0,0,0
1781787009.677,20985,final,0.0,0,0
